week_start,approving,disapproving,unsure_or_no_data,BusinessApplications,ConstructionSpending,DurableGoodsNewOrders,InternationalTrade_Exports,ManuInventories,ManuNewOrders,NewHomesForSale,NewHomesSold,ResConstPermits,ResConstUnitsCompleted,ResConstUnitsStarted,RetailInventories,SalesForRetailAndFood,WholesaleInventories,orders_outcome_var
2019-09-15,41.5,55.0,3.5,291100,1439059,221398,210894,701309,458357,323,712,1474,1154,1311,661244,518188,682531,0
2019-09-29,41.5,55.0,3.5,291100,1439059,221398,210894,701309,458357,323,712,1474,1154,1311,661244,518188,682531,4
2019-09-08,41.5,55.0,3.5,291100,1439059,221398,210894,701309,458357,323,712,1474,1154,1311,661244,518188,682531,2
2019-09-01,41.5,55.0,3.5,291100,1439059,221398,210894,701309,458357,323,712,1474,1154,1311,661244,518188,682531,2
2019-09-22,41.5,55.0,3.5,291100,1439059,221398,210894,701309,458357,323,712,1474,1154,1311,661244,518188,682531,2
2020-04-12,46.0,50.5,3.5,235695,1459249,161041,150279,693520,355712,323,579,1066,1188,931,632901,408312,661536,2
2020-04-26,46.0,50.5,3.5,235695,1459249,161041,150279,693520,355712,323,579,1066,1188,931,632901,408312,661536,4
2020-04-05,46.0,50.5,3.5,235695,1459249,161041,150279,693520,355712,323,579,1066,1188,931,632901,408312,661536,4
2020-04-19,46.0,50.5,3.5,235695,1459249,161041,150279,693520,355712,323,579,1066,1188,931,632901,408312,661536,2
2018-09-02,40.0,54.75,5.25,290426,1325322,244691,213474,677505,496543,325,595,1314,1187,1250,642696,500033,657978,4
2018-09-30,40.0,54.75,5.25,290426,1325322,244691,213474,677505,496543,325,595,1314,1187,1250,642696,500033,657978,0
2018-09-23,40.0,54.75,5.25,290426,1325322,244691,213474,677505,496543,325,595,1314,1187,1250,642696,500033,657978,0
2018-09-09,40.0,54.75,5.25,290426,1325322,244691,213474,677505,496543,325,595,1314,1187,1250,642696,500033,657978,4
2018-09-16,40.0,54.75,5.25,290426,1325322,244691,213474,677505,496543,325,595,1314,1187,1250,642696,500033,657978,4
2009-02-15,63.75,22.75,13.5,195440,971708,148834,127893,530391,343150,326,372,558,819,582,463739,335576,432972,0
2009-02-08,63.75,22.75,13.5,195440,971708,148834,127893,530391,343150,326,372,558,819,582,463739,335576,432972,20
2009-02-22,63.75,22.75,13.5,195440,971708,148834,127893,530391,343150,326,372,558,819,582,463739,335576,432972,8
2009-02-01,63.75,22.75,13.5,195440,971708,148834,127893,530391,343150,326,372,558,819,582,463739,335576,432972,16
2019-08-11,40.0,55.5,4.5,291942,1426715,226911,211915,699411,464972,326,712,1489,1313,1375,661011,521348,686434,0
2019-08-25,40.0,55.5,4.5,291942,1426715,226911,211915,699411,464972,326,712,1489,1313,1375,661011,521348,686434,0
2019-08-18,40.0,55.5,4.5,291942,1426715,226911,211915,699411,464972,326,712,1489,1313,1375,661011,521348,686434,0
2019-08-04,40.0,55.5,4.5,291942,1426715,226911,211915,699411,464972,326,712,1489,1313,1375,661011,521348,686434,4
2020-01-26,46.5,51.5,2.0,282444,1490544,229093,207935,706169,459296,326,690,1507,1292,1578,655169,525411,674910,0
2020-01-19,46.5,51.5,2.0,282444,1490544,229093,207935,706169,459296,326,690,1507,1292,1578,655169,525411,674910,0
2020-01-05,46.5,51.5,2.0,282444,1490544,229093,207935,706169,459296,326,690,1507,1292,1578,655169,525411,674910,0
2020-01-12,46.5,51.5,2.0,282444,1490544,229093,207935,706169,459296,326,690,1507,1292,1578,655169,525411,674910,2
2021-05-02,54.0,40.0,6.0,505120,1630067,248259,210196,739146,502655,330,726,1681,1330,1607,604984,615543,702434,0
2021-05-16,54.0,40.0,6.0,505120,1630067,248259,210196,739146,502655,330,726,1681,1330,1607,604984,615543,702434,2
2021-05-09,54.0,40.0,6.0,505120,1630067,248259,210196,739146,502655,330,726,1681,1330,1607,604984,615543,702434,1
2021-05-30,54.0,40.0,6.0,505120,1630067,248259,210196,739146,502655,330,726,1681,1330,1607,604984,615543,702434,1
2021-05-23,54.0,40.0,6.0,505120,1630067,248259,210196,739146,502655,330,726,1681,1330,1607,604984,615543,702434,1
2018-10-07,42.2,52.4,5.4,286102,1310337,236072,214014,678620,487659,331,554,1272,1122,1221,647267,505622,662228,0
2018-10-21,42.2,52.4,5.4,286102,1310337,236072,214014,678620,487659,331,554,1272,1122,1221,647267,505622,662228,0
2018-10-14,42.2,52.4,5.4,286102,1310337,236072,214014,678620,487659,331,554,1272,1122,1221,647267,505622,662228,0
2018-10-28,42.2,52.4,5.4,286102,1310337,236072,214014,678620,487659,331,554,1272,1122,1221,647267,505622,662228,5
2019-06-02,42.0,54.5,3.5,290601,1384299,219395,212281,693257,458788,331,729,1315,1178,1243,658975,513716,686986,0
2019-06-30,42.0,54.5,3.5,290601,1384299,219395,212281,693257,458788,331,729,1315,1178,1243,658975,513716,686986,0
2019-06-23,42.0,54.5,3.5,290601,1384299,219395,212281,693257,458788,331,729,1315,1178,1243,658975,513716,686986,6
2019-06-09,42.0,54.5,3.5,290601,1384299,219395,212281,693257,458788,331,729,1315,1178,1243,658975,513716,686986,2
2019-06-16,42.0,54.5,3.5,290601,1384299,219395,212281,693257,458788,331,729,1315,1178,1243,658975,513716,686986,2
2019-04-21,45.5,50.5,4.0,292881,1353153,228770,210719,690327,473631,333,702,1311,1308,1272,657681,509564,685316,0
2019-04-07,45.5,50.5,4.0,292881,1353153,228770,210719,690327,473631,333,702,1311,1308,1272,657681,509564,685316,0
2019-04-14,45.5,50.5,4.0,292881,1353153,228770,210719,690327,473631,333,702,1311,1308,1272,657681,509564,685316,4
2019-04-28,45.5,50.5,4.0,292881,1353153,228770,210719,690327,473631,333,702,1311,1308,1272,657681,509564,685316,2
2020-03-08,46.5,48.5,5.0,259288,1505604,201235,188254,695435,414724,333,621,1358,1248,1252,658030,477676,662390,0
2020-03-15,46.5,48.5,5.0,259288,1505604,201235,188254,695435,414724,333,621,1358,1248,1252,658030,477676,662390,0
2020-03-22,46.5,48.5,5.0,259288,1505604,201235,188254,695435,414724,333,621,1358,1248,1252,658030,477676,662390,4
2020-03-01,46.5,48.5,5.0,259288,1505604,201235,188254,695435,414724,333,621,1358,1248,1252,658030,477676,662390,4
2020-03-29,46.5,48.5,5.0,259288,1505604,201235,188254,695435,414724,333,621,1358,1248,1252,658030,477676,662390,4
2019-03-31,39.0,57.0,4.0,301111,1322586,237072,214042,687840,480547,337,718,1305,1313,1191,656427,508944,678651,1
2019-03-10,39.0,57.0,4.0,301111,1322586,237072,214042,687840,480547,337,718,1305,1313,1191,656427,508944,678651,1
2019-03-03,39.0,57.0,4.0,301111,1322586,237072,214042,687840,480547,337,718,1305,1313,1191,656427,508944,678651,2
2019-03-24,39.0,57.0,4.0,301111,1322586,237072,214042,687840,480547,337,718,1305,1313,1191,656427,508944,678651,2
2019-03-17,39.0,57.0,4.0,301111,1322586,237072,214042,687840,480547,337,718,1305,1313,1191,656427,508944,678651,1
2018-12-23,39.0,56.0,5.0,298879,1291568,239442,208953,677549,480710,346,546,1317,1053,1095,653345,496973,671067,0
2018-12-30,39.0,56.0,5.0,298879,1291568,239442,208953,677549,480710,346,546,1317,1053,1095,653345,496973,671067,0
2018-12-09,39.0,56.0,5.0,298879,1291568,239442,208953,677549,480710,346,546,1317,1053,1095,653345,496973,671067,0
2018-12-02,39.0,56.0,5.0,298879,1291568,239442,208953,677549,480710,346,546,1317,1053,1095,653345,496973,671067,3
2018-12-16,39.0,56.0,5.0,298879,1291568,239442,208953,677549,480710,346,546,1317,1053,1095,653345,496973,671067,6
2019-01-13,37.0,59.0,4.0,275966,1294553,232853,210601,682402,474710,346,595,1261,1247,1226,657117,500208,676839,0
2019-01-20,37.0,59.0,4.0,275966,1294553,232853,210601,682402,474710,346,595,1261,1247,1226,657117,500208,676839,0
2019-01-27,37.0,59.0,4.0,275966,1294553,232853,210601,682402,474710,346,595,1261,1247,1226,657117,500208,676839,2
2019-01-06,37.0,59.0,4.0,275966,1294553,232853,210601,682402,474710,346,595,1261,1247,1226,657117,500208,676839,4
2008-11-23,28.5,67.0,4.5,204519,1035033,181552,142973,560227,386733,371,389,626,1076,652,487230,339350,450613,0
2008-11-09,28.5,67.0,4.5,204519,1035033,181552,142973,560227,386733,371,389,626,1076,652,487230,339350,450613,0
2008-11-16,28.5,67.0,4.5,204519,1035033,181552,142973,560227,386733,371,389,626,1076,652,487230,339350,450613,4
2008-11-30,28.5,67.0,4.5,204519,1035033,181552,142973,560227,386733,371,389,626,1076,652,487230,339350,450613,2
2008-11-02,28.5,67.0,4.5,204519,1035033,181552,142973,560227,386733,371,389,626,1076,652,487230,339350,450613,2
2021-08-29,49.0,48.0,3.0,427899,1666755,260230,216976,769145,526528,376,691,1770,1340,1595,614418,616892,726875,0
2021-08-15,49.0,48.0,3.0,427899,1666755,260230,216976,769145,526528,376,691,1770,1340,1595,614418,616892,726875,0
2021-08-01,49.0,48.0,3.0,427899,1666755,260230,216976,769145,526528,376,691,1770,1340,1595,614418,616892,726875,0
2021-08-08,49.0,48.0,3.0,427899,1666755,260230,216976,769145,526528,376,691,1770,1340,1595,614418,616892,726875,2
2021-08-22,49.0,48.0,3.0,427899,1666755,260230,216976,769145,526528,376,691,1770,1340,1595,614418,616892,726875,1
2021-10-24,42.0,52.0,6.0,428180,1685471,257877,227955,789753,535260,384,683,1719,1282,1587,622996,630562,753664,0
2021-10-31,42.0,52.0,6.0,428180,1685471,257877,227955,789753,535260,384,683,1719,1282,1587,622996,630562,753664,1
2021-10-03,42.0,52.0,6.0,428180,1685471,257877,227955,789753,535260,384,683,1719,1282,1587,622996,630562,753664,1
2021-10-17,42.0,52.0,6.0,428180,1685471,257877,227955,789753,535260,384,683,1719,1282,1587,622996,630562,753664,1
2021-10-10,42.0,52.0,6.0,428180,1685471,257877,227955,789753,535260,384,683,1719,1282,1587,622996,630562,753664,1
2022-01-23,40.0,56.0,4.0,436130,1810368,274707,231087,815464,561562,394,798,1915,1275,1712,682107,644034,796786,0
2022-01-09,40.0,56.0,4.0,436130,1810368,274707,231087,815464,561562,394,798,1915,1275,1712,682107,644034,796786,0
2022-01-16,40.0,56.0,4.0,436130,1810368,274707,231087,815464,561562,394,798,1915,1275,1712,682107,644034,796786,0
2022-01-02,40.0,56.0,4.0,436130,1810368,274707,231087,815464,561562,394,798,1915,1275,1712,682107,644034,796786,0
2022-01-30,40.0,56.0,4.0,436130,1810368,274707,231087,815464,561562,394,798,1915,1275,1712,682107,644034,796786,1
2004-08-15,50.0,46.5,3.5,191673,1013616,183728,97295,429820,355629,405,1175,2056,1911,2024,457271,318977,330102,0
2004-08-22,50.0,46.5,3.5,191673,1013616,183728,97295,429820,355629,405,1175,2056,1911,2024,457271,318977,330102,0
2004-08-01,50.0,46.5,3.5,191673,1013616,183728,97295,429820,355629,405,1175,2056,1911,2024,457271,318977,330102,0
2004-08-29,50.0,46.5,3.5,191673,1013616,183728,97295,429820,355629,405,1175,2056,1911,2024,457271,318977,330102,10
2004-08-08,50.0,46.5,3.5,191673,1013616,183728,97295,429820,355629,405,1175,2056,1911,2024,457271,318977,330102,2
2008-08-24,31.0,63.5,5.5,222233,1070075,214106,163335,580335,463929,409,435,858,1017,844,497407,372284,461444,0
2008-08-10,31.0,63.5,5.5,222233,1070075,214106,163335,580335,463929,409,435,858,1017,844,497407,372284,461444,0
2008-08-17,31.0,63.5,5.5,222233,1070075,214106,163335,580335,463929,409,435,858,1017,844,497407,372284,461444,0
2008-08-31,31.0,63.5,5.5,222233,1070075,214106,163335,580335,463929,409,435,858,1017,844,497407,372284,461444,2
2008-08-03,31.0,63.5,5.5,222233,1070075,214106,163335,580335,463929,409,435,858,1017,844,497407,372284,461444,2
2004-10-03,49.166666666666664,47.666666666666664,3.1666666666666665,190626,1015719,185187,100494,434813,364476,413,1305,2097,1839,2072,455096,326740,335173,0
2004-10-17,49.166666666666664,47.666666666666664,3.1666666666666665,190626,1015719,185187,100494,434813,364476,413,1305,2097,1839,2072,455096,326740,335173,0
2004-10-31,49.166666666666664,47.666666666666664,3.1666666666666665,190626,1015719,185187,100494,434813,364476,413,1305,2097,1839,2072,455096,326740,335173,0
2004-10-10,49.166666666666664,47.666666666666664,3.1666666666666665,190626,1015719,185187,100494,434813,364476,413,1305,2097,1839,2072,455096,326740,335173,0
2004-10-24,49.166666666666657,47.666666666666664,3.1666666666666665,190626,1015719,185187,100494,434813,364476,413,1305,2097,1839,2072,455096,326740,335173,12
2023-07-09,40.0,55.0,4.0,478209,2027412,285827,253923,852256,579559,427,700,1501,1343,1473,759953,690641,899737,0
2023-07-02,40.0,55.0,4.0,478209,2027412,285827,253923,852256,579559,427,700,1501,1343,1473,759953,690641,899737,0
2023-07-23,40.0,55.0,4.0,478209,2027412,285827,253923,852256,579559,427,700,1501,1343,1473,759953,690641,899737,0
2023-07-16,40.0,55.0,4.0,478209,2027412,285827,253923,852256,579559,427,700,1501,1343,1473,759953,690641,899737,1
2023-07-30,40.0,55.0,4.0,478209,2027412,285827,253923,852256,579559,427,700,1501,1343,1473,759953,690641,899737,2
2023-04-02,37.0,59.0,4.0,444315,1990292,286759,250966,855017,580722,428,687,1470,1416,1368,754730,683698,911195,0
2023-04-16,37.0,59.0,4.0,444315,1990292,286759,250966,855017,580722,428,687,1470,1416,1368,754730,683698,911195,1
2023-04-30,37.0,59.0,4.0,444315,1990292,286759,250966,855017,580722,428,687,1470,1416,1368,754730,683698,911195,2
2023-04-09,37.0,59.0,4.0,444315,1990292,286759,250966,855017,580722,428,687,1470,1416,1368,754730,683698,911195,1
2023-04-23,37.0,59.0,4.0,444315,1990292,286759,250966,855017,580722,428,687,1470,1416,1368,754730,683698,911195,1
2023-06-18,43.0,54.0,3.0,467484,2023013,294857,251067,851754,585469,428,666,1493,1480,1415,761278,688810,902011,0
2023-06-04,43.0,54.0,3.0,467484,2023013,294857,251067,851754,585469,428,666,1493,1480,1415,761278,688810,902011,0
2023-06-11,43.0,54.0,3.0,467484,2023013,294857,251067,851754,585469,428,666,1493,1480,1415,761278,688810,902011,1
2023-06-25,43.0,54.0,3.0,467484,2023013,294857,251067,851754,585469,428,666,1493,1480,1415,761278,688810,902011,1
2023-08-20,42.0,53.0,5.0,466465,2047414,285317,258506,855172,585331,428,652,1578,1373,1305,767481,696238,899125,0
2023-08-27,42.0,53.0,5.0,466465,2047414,285317,258506,855172,585331,428,652,1578,1373,1305,767481,696238,899125,0
2023-08-13,42.0,53.0,5.0,466465,2047414,285317,258506,855172,585331,428,652,1578,1373,1305,767481,696238,899125,1
2023-08-06,42.0,53.0,5.0,466465,2047414,285317,258506,855172,585331,428,652,1578,1373,1305,767481,696238,899125,1
2022-04-10,41.0,56.0,3.0,433922,1918254,272987,254374,838712,577383,433,636,1835,1344,1828,710620,673245,859103,0
2022-04-17,41.0,56.0,3.0,433922,1918254,272987,254374,838712,577383,433,636,1835,1344,1828,710620,673245,859103,0
2022-04-24,41.0,56.0,3.0,433922,1918254,272987,254374,838712,577383,433,636,1835,1344,1828,710620,673245,859103,1
2022-04-03,41.0,56.0,3.0,433922,1918254,272987,254374,838712,577383,433,636,1835,1344,1828,710620,673245,859103,2
2023-03-19,40.0,56.0,4.0,454238,1964793,280718,256911,851923,575589,433,644,1493,1516,1342,754918,679067,915732,0
2023-03-05,40.0,56.0,4.0,454238,1964793,280718,256911,851923,575589,433,644,1493,1516,1342,754918,679067,915732,0
2023-03-26,40.0,56.0,4.0,454238,1964793,280718,256911,851923,575589,433,644,1493,1516,1342,754918,679067,915732,1
2023-03-12,40.0,56.0,4.0,454238,1964793,280718,256911,851923,575589,433,644,1493,1516,1342,754918,679067,915732,1
2008-06-01,29.0,66.0,5.0,210507,1090098,229262,164072,577427,485010,435,487,1180,1142,1046,497530,376455,451820,0
2008-06-15,29.0,66.0,5.0,210507,1090098,229262,164072,577427,485010,435,487,1180,1142,1046,497530,376455,451820,0
2008-06-08,29.0,66.0,5.0,210507,1090098,229262,164072,577427,485010,435,487,1180,1142,1046,497530,376455,451820,2
2008-06-29,29.0,66.0,5.0,210507,1090098,229262,164072,577427,485010,435,487,1180,1142,1046,497530,376455,451820,2
2008-06-22,29.0,66.0,5.0,210507,1090098,229262,164072,577427,485010,435,487,1180,1142,1046,497530,376455,451820,2
2023-09-17,41.0,58.0,1.0,471672,2055216,290883,261641,856349,593919,435,694,1515,1466,1363,773388,702109,900668,0
2023-09-03,41.0,58.0,1.0,471672,2055216,290883,261641,856349,593919,435,694,1515,1466,1363,773388,702109,900668,0
2023-09-24,41.0,58.0,1.0,471672,2055216,290883,261641,856349,593919,435,694,1515,1466,1363,773388,702109,900668,1
2023-09-10,41.0,58.0,1.0,471672,2055216,290883,261641,856349,593919,435,694,1515,1466,1363,773388,702109,900668,1
2022-05-01,41.0,54.0,5.0,428999,1930664,271508,257047,849466,583421,440,648,1712,1425,1540,720176,671040,878251,0
2022-05-15,41.0,54.0,5.0,428999,1930664,271508,257047,849466,583421,440,648,1712,1425,1540,720176,671040,878251,0
2022-05-22,41.0,54.0,5.0,428999,1930664,271508,257047,849466,583421,440,648,1712,1425,1540,720176,671040,878251,0
2022-05-08,41.0,54.0,5.0,428999,1930664,271508,257047,849466,583421,440,648,1712,1425,1540,720176,671040,878251,1
2022-05-29,41.0,54.0,5.0,428999,1930664,271508,257047,849466,583421,440,648,1712,1425,1540,720176,671040,878251,1
2023-01-08,41.0,54.0,4.0,427394,1932302,280844,257830,860078,585407,440,639,1443,1389,1361,750418,693826,916744,0
2023-01-15,41.0,54.0,4.0,427394,1932302,280844,257830,860078,585407,440,639,1443,1389,1361,750418,693826,916744,0
2023-01-01,41.0,54.0,4.0,427394,1932302,280844,257830,860078,585407,440,639,1443,1389,1361,750418,693826,916744,0
2023-01-22,41.0,54.0,4.0,427394,1932302,280844,257830,860078,585407,440,639,1443,1389,1361,750418,693826,916744,0
2023-01-29,41.0,54.0,4.0,427394,1932302,280844,257830,860078,585407,440,639,1443,1389,1361,750418,693826,916744,0
2005-01-23,51.666666666666664,44.666666666666664,3.6666666666666665,203534,1046082,194875,103206,446240,378937,441,1203,2139,1892,2144,461016,328696,345246,0
2005-01-02,51.666666666666664,44.666666666666664,3.6666666666666665,203534,1046082,194875,103206,446240,378937,441,1203,2139,1892,2144,461016,328696,345246,3
2005-01-09,51.666666666666664,44.666666666666664,3.6666666666666665,203534,1046082,194875,103206,446240,378937,441,1203,2139,1892,2144,461016,328696,345246,3
2005-01-16,51.666666666666664,44.666666666666664,3.6666666666666665,203534,1046082,194875,103206,446240,378937,441,1203,2139,1892,2144,461016,328696,345246,3
2005-01-30,51.666666666666664,44.666666666666664,3.6666666666666665,203534,1046082,194875,103206,446240,378937,441,1203,2139,1892,2144,461016,328696,345246,3
2023-10-22,37.0,59.0,4.0,471030,2071136,279021,260783,856209,576365,442,673,1534,1382,1365,773695,699365,896628,0
2023-10-15,37.0,59.0,4.0,471030,2071136,279021,260783,856209,576365,442,673,1534,1382,1365,773695,699365,896628,0
2023-10-08,37.0,59.0,4.0,471030,2071136,279021,260783,856209,576365,442,673,1534,1382,1365,773695,699365,896628,0
2023-10-29,37.0,59.0,4.0,471030,2071136,279021,260783,856209,576365,442,673,1534,1382,1365,773695,699365,896628,1
2023-10-01,37.0,59.0,4.0,471030,2071136,279021,260783,856209,576365,442,673,1534,1382,1365,773695,699365,896628,1
2005-03-27,49.666666666666664,45.666666666666664,4.666666666666667,201700,1071745,186608,105098,455394,374642,445,1328,2062,1787,1864,464979,333581,348774,0
2005-03-20,49.666666666666664,45.666666666666664,4.666666666666667,201700,1071745,186608,105098,455394,374642,445,1328,2062,1787,1864,464979,333581,348774,0
2005-03-06,49.666666666666664,45.666666666666664,4.666666666666667,201700,1071745,186608,105098,455394,374642,445,1328,2062,1787,1864,464979,333581,348774,0
2005-03-13,49.666666666666671,45.666666666666664,4.666666666666667,201700,1071745,186608,105098,455394,374642,445,1328,2062,1787,1864,464979,333581,348774,6
2005-04-24,48.5,47.75,3.75,203983,1081012,194847,107268,456990,385450,445,1260,2150,1927,2061,465861,336583,351996,0
2005-04-10,48.5,47.75,3.75,203983,1081012,194847,107268,456990,385450,445,1260,2150,1927,2061,465861,336583,351996,0
2005-04-03,48.5,47.75,3.75,203983,1081012,194847,107268,456990,385450,445,1260,2150,1927,2061,465861,336583,351996,4
2005-04-17,48.5,47.75,3.75,203983,1081012,194847,107268,456990,385450,445,1260,2150,1927,2061,465861,336583,351996,8
2023-12-03,39.0,59.0,2.0,450185,2101292,287397,259887,856182,585235,449,654,1530,1557,1568,779613,701672,898541,0
2023-12-31,39.0,59.0,2.0,450185,2101292,287397,259887,856182,585235,449,654,1530,1557,1568,779613,701672,898541,0
2023-12-17,39.0,59.0,2.0,450185,2101292,287397,259887,856182,585235,449,654,1530,1557,1568,779613,701672,898541,0
2023-12-24,39.0,59.0,2.0,450185,2101292,287397,259887,856182,585235,449,654,1530,1557,1568,779613,701672,898541,2
2023-12-10,39.0,59.0,2.0,450185,2101292,287397,259887,856182,585235,449,654,1530,1557,1568,779613,701672,898541,1
2005-05-29,48.0,47.333333333333336,4.666666666666667,203401,1093341,206623,107079,457623,395916,450,1286,2085,2103,2025,465988,334522,352838,0
2005-05-01,48.0,47.333333333333336,4.666666666666667,203401,1093341,206623,107079,457623,395916,450,1286,2085,2103,2025,465988,334522,352838,0
2005-05-08,48.0,47.333333333333336,4.666666666666667,203401,1093341,206623,107079,457623,395916,450,1286,2085,2103,2025,465988,334522,352838,0
2005-05-22,48.0,47.333333333333336,4.666666666666667,203401,1093341,206623,107079,457623,395916,450,1286,2085,2103,2025,465988,334522,352838,0
2005-05-15,48.0,47.333333333333336,4.666666666666667,203401,1093341,206623,107079,457623,395916,450,1286,2085,2103,2025,465988,334522,352838,3
2023-11-05,37.0,59.0,4.0,460523,2090690,300639,256531,855757,597695,450,611,1508,1466,1510,772344,697167,894118,0
2023-11-19,37.0,59.0,4.0,460523,2090690,300639,256531,855757,597695,450,611,1508,1466,1510,772344,697167,894118,0
2023-11-12,37.0,59.0,4.0,460523,2090690,300639,256531,855757,597695,450,611,1508,1466,1510,772344,697167,894118,0
2023-11-26,37.0,59.0,4.0,460523,2090690,300639,256531,855757,597695,450,611,1508,1466,1510,772344,697167,894118,1
2008-05-25,28.333333333333332,66.666666666666671,5.0,215730,1101547,227370,159081,573696,477706,451,504,995,1142,973,498206,376036,445473,0
2008-05-18,28.333333333333332,66.666666666666671,5.0,215730,1101547,227370,159081,573696,477706,451,504,995,1142,973,498206,376036,445473,0
2008-05-04,28.333333333333332,66.666666666666671,5.0,215730,1101547,227370,159081,573696,477706,451,504,995,1142,973,498206,376036,445473,0
2008-05-11,28.333333333333332,66.666666666666671,5.0,215730,1101547,227370,159081,573696,477706,451,504,995,1142,973,498206,376036,445473,0
2022-12-11,,,,423977,1922389,278589,252504,859100,576183,451,632,1400,1386,1340,747278,666734,922988,0
2022-12-04,,,,423977,1922389,278589,252504,859100,576183,451,632,1400,1386,1340,747278,666734,922988,0
2022-12-18,,,,423977,1922389,278589,252504,859100,576183,451,632,1400,1386,1340,747278,666734,922988,1
2022-12-25,,,,423977,1922389,278589,252504,859100,576183,451,632,1400,1386,1340,747278,666734,922988,1
2022-07-24,38.0,59.0,3.0,423821,1925909,276260,262609,855866,584463,460,519,1719,1409,1392,739908,671067,897756,0
2022-07-31,38.0,59.0,3.0,423821,1925909,276260,262609,855866,584463,460,519,1719,1409,1392,739908,671067,897756,0
2022-07-03,38.0,59.0,3.0,423821,1925909,276260,262609,855866,584463,460,519,1719,1409,1392,739908,671067,897756,0
2022-07-17,38.0,59.0,3.0,423821,1925909,276260,262609,855866,584463,460,519,1719,1409,1392,739908,671067,897756,2
2022-07-10,38.0,59.0,3.0,423821,1925909,276260,262609,855866,584463,460,519,1719,1409,1392,739908,671067,897756,1
2022-09-25,42.0,56.0,2.0,423488,1914299,271946,260390,857293,577769,461,556,1613,1434,1470,743570,673312,912319,0
2022-09-04,42.0,56.0,2.0,423488,1914299,271946,260390,857293,577769,461,556,1613,1434,1470,743570,673312,912319,0
2022-09-18,42.0,56.0,2.0,423488,1914299,271946,260390,857293,577769,461,556,1613,1434,1470,743570,673312,912319,1
2022-09-11,42.0,56.0,2.0,423488,1914299,271946,260390,857293,577769,461,556,1613,1434,1470,743570,673312,912319,2
2022-08-14,44.0,53.0,3.0,419403,1915377,276622,263132,855377,582320,461,644,1542,1375,1520,746521,675107,909447,0
2022-08-21,44.0,53.0,3.0,419403,1915377,276622,263132,855377,582320,461,644,1542,1375,1520,746521,675107,909447,0
2022-08-28,44.0,53.0,3.0,419403,1915377,276622,263132,855377,582320,461,644,1542,1375,1520,746521,675107,909447,1
2022-08-07,44.0,53.0,3.0,419403,1915377,276622,263132,855377,582320,461,644,1542,1375,1520,746521,675107,909447,1
2024-01-07,41.0,54.0,5.0,447715,2122229,276538,259062,855052,571657,461,664,1508,1504,1376,782409,695631,896497,0
2024-01-28,41.0,54.0,5.0,447715,2122229,276538,259062,855052,571657,461,664,1508,1504,1376,782409,695631,896497,0
2024-01-14,41.0,54.0,5.0,447715,2122229,276538,259062,855052,571657,461,664,1508,1504,1376,782409,695631,896497,0
2024-01-21,41.0,54.0,5.0,447715,2122229,276538,259062,855052,571657,461,664,1508,1504,1376,782409,695631,896497,0
2005-07-10,47.333333333333336,49.0,3.6666666666666665,207448,1119101,194475,107082,461924,386590,464,1389,2203,1886,2054,452724,346576,355552,0
2005-07-03,47.333333333333336,49.0,3.6666666666666665,207448,1119101,194475,107082,461924,386590,464,1389,2203,1886,2054,452724,346576,355552,0
2005-07-31,47.333333333333336,49.0,3.6666666666666665,207448,1119101,194475,107082,461924,386590,464,1389,2203,1886,2054,452724,346576,355552,0
2005-07-24,47.333333333333336,49.0,3.6666666666666665,207448,1119101,194475,107082,461924,386590,464,1389,2203,1886,2054,452724,346576,355552,3
2005-07-17,47.333333333333336,49.0,3.6666666666666665,207448,1119101,194475,107082,461924,386590,464,1389,2203,1886,2054,452724,346576,355552,3
2024-07-07,36.0,58.0,6.0,423224,2143139,289419,267159,859018,591644,464,707,1406,1640,1262,812144,710851,903730,0
2024-07-14,36.0,58.0,6.0,423224,2143139,289419,267159,859018,591644,464,707,1406,1640,1262,812144,710851,903730,0
2024-07-28,36.0,58.0,6.0,423224,2143139,289419,267159,859018,591644,464,707,1406,1640,1262,812144,710851,903730,1
2024-07-21,36.0,58.0,6.0,423224,2143139,289419,267159,859018,591644,464,707,1406,1640,1262,812144,710851,903730,1
2024-04-07,38.0,58.0,4.0,431527,2163179,282737,262340,858304,586114,464,736,1440,1659,1377,791615,702681,896304,0
2024-04-28,38.0,58.0,4.0,431527,2163179,282737,262340,858304,586114,464,736,1440,1659,1377,791615,702681,896304,0
2024-04-21,38.0,58.0,4.0,431527,2163179,282737,262340,858304,586114,464,736,1440,1659,1377,791615,702681,896304,0
2024-04-14,38.0,58.0,4.0,431527,2163179,282737,262340,858304,586114,464,736,1440,1659,1377,791615,702681,896304,1
2022-10-30,40.0,56.0,4.0,429760,1907841,279629,258654,860299,590415,466,577,1560,1379,1440,742353,681748,917839,0
2022-10-16,40.0,56.0,4.0,429760,1907841,279629,258654,860299,590415,466,577,1560,1379,1440,742353,681748,917839,1
2022-10-02,40.0,56.0,4.0,429760,1907841,279629,258654,860299,590415,466,577,1560,1379,1440,742353,681748,917839,2
2022-10-23,40.0,56.0,4.0,429760,1907841,279629,258654,860299,590415,466,577,1560,1379,1440,742353,681748,917839,1
2022-10-09,40.0,56.0,4.0,429760,1907841,279629,258654,860299,590415,466,577,1560,1379,1440,742353,681748,917839,1
2024-03-24,40.0,55.0,5.0,432822,2135771,282096,260681,857397,583953,466,683,1485,1491,1299,785658,703738,894435,0
